section_title,count
"ПРИЛОЖЕНИЕ № 5",1
"ПРИЛОЖЕНИЕ № 6",1
"ПРИЛОЖЕНИЕ № 7",1
"EQUIPMENT COMMISSIONING CERTIFICATE AND TRAINING (FORM SAMPLE) / АКТ О ВВОДЕ ОБОРУДОВАНИЯ В ЭКСПЛУАТАЦИЮ И ПРОВЕДЕНИЯ ОБУЧЕНИЯ (ОБРАЗЕЦ ФОРМЫ)",1
"4. AS A RESULT OF THE WORK, DEFECTS WERE DISCOVERED (TO BE LISTED IF ANY):",1
"4. В РЕЗУЛЬТАТЕ ПРОВЕДЕНИЯ РАБОТ ОБНАРУЖЕНЫ ДЕФЕКТЫ (ПЕРЕЧИСЛЯЮТСЯ ПРИ НАЛИЧИИ):",1
"ПРИЛОЖЕНИЕ № 8",1
"ПРИЛОЖЕНИЕ № 9",1
"3. THE BUYER HEREBY ACKNOWLEDGES THAT THE WORKS AND SERVICES ARE PERFORMED BY THE SELLER PROPERLY AND UNDER THE TERMS AND CONDITIONS OF THE CONTRACT.",1
"ПРИЛОЖЕНИЕ № 11",1
"ПРИЛОЖЕНИЕ№ 1 К КОНТРАКТУ UZGTL-CON-25-____ОТ __ _____ 2025Г.",1
"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО, ЦЕНА, СТРАНА ПРОИСХОЖДЕНИЯ И ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ ТОВАРОВ УКАЗАНЫ В ПРИЛОЖЕНИИ № 1 К НАСТОЯЩЕМУ ДОГОВОРУ.",1
"3. УСЛОВИЯ ОПЛАТЫ / 3.1. ОПЛАТА ЗА ТОВАРЫ ОСУЩЕСТВЛЯЕТСЯ В СУМАХ ПУТЕМ ПЕРЕЧИСЛЕНИЯ ПОКУПАТЕЛЕМ ДЕНЕЖНЫХ СРЕДСТВ НА РАСЧЕТНЫЙ СЧЕТ ПОСТАВЩИКА В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"3.2. ДАТОЙ ВЫПОЛНЕНИЯ ОБЯЗАТЕЛЬСТВ ПО ОПЛАТЕ СЧИТАЕТСЯ ДАТА, КОГДА ПЛАТЕЖ ОСУЩЕСТВЛЕН С БАНКОВСКОГО СЧЕТА ПОКУПАТЕЛЯ НА БАНКОВСКИЙ СЧЕТ ПОСТАВЩИКА. ЕСЛИ ДАТА ПЛАТЕЖА ВЫПАДАЕТ НА ВЫХОДНЫЕ ИЛИ ПРАЗДНИЧНЫЕ ДНИ, ТО ОПЛАТА ПРОИЗВОДИТСЯ В БЛИЖАЙШИЙ РАБОЧИЙ ДЕНЬ, СЛЕДУЮЩИЙ ЗА ВЫХОДНЫМИ ИЛИ ПРАЗДНИЧНЫМИ ДНЯМИ.",1
"4.5. ДОПУСКАЕТСЯ ПОСТАВКА ТОВАРА РАНЬШЕ СРОКА, УКАЗАННОГО В ПУНКТЕ 4.4. НАСТОЯЩЕГО ДОГОВОРА.",1
"5. УСЛОВИЯ ПОСТАВКИ / 5.1. ТОВАРЫ ПОСТАВЛЯЮТСЯ ПОСТАВЩИКОМ НА СЛЕДУЮЩИХ УСЛОВИЯХ:",1
"6. ПРИЕМКА ТОВАРОВ / 6.1. ПРИЕМКА ТОВАРОВ ОСУЩЕСТВЛЯЕТСЯ ПОКУПАТЕЛЕМ:",1
"7.2. ПОСТАВЩИК НЕ НЕСЕТ ОТВЕТСТВЕННОСТИ ЗА СБОЙ ИЛИ ЗАДЕРЖКУ ДОСТАВКИ ТОВАРОВ ПО НАСТОЯЩЕМУ ДОГОВОРУ ВСЛЕДСТВИЕ ЛЮБЫХ ФОРС-МАЖОРНЫХ ОБСТОЯТЕЛЬСТВ, УКАЗАННЫХ В ПУНКТЕ 7.1 НАСТОЯЩЕГО ДОГОВОРА.",1
"8. ГАРАНТИИ ПОСТАВЩИКА / 8.1. ТОВАРЫ, ПРЕДУСМОТРЕННЫЕ НАСТОЯЩИМ ДОГОВОРОМ, БУДУТ:",1
"8.2. ПОСТАВЩИК ГАРАНТИРУЕТ, ЧТО ПОСТАВЛЕННЫЕ ТОВАРЫ НЕ ЯВЛЯЮТСЯ КОНТРАФАКТНЫМ. КОНТРАФАКТНЫЕ ТОВАРЫ - МАТЕРИАЛЬНЫЕ НОСИТЕЛИ (ТОВАР, МАТЕРИАЛЬНО-ТЕХНИЧЕСКИЕ РЕСУРСЫ И ДР.):",1
"8.4. ГАРАНТИЙНЫЙ СРОК СОСТАВЛЯЕТ 12 МЕСЯЦЕВ ПОСЛЕ ПОДПИСАНИЯ СТОРОНАМИ АКТА ПРИЁМКИ ПРИ УСЛОВИИ, ЧТО ТОВАРЫ БУДУТ ПРАВИЛЬНО УСТАНОВЛЕНЫ И ПОДДЕРЖАНЫ, А ТАКЖЕ БУДУТ ЭКСПЛУАТИРОВАТЬСЯ В СООТВЕТСТВИИ С НОМИНАЛЬНЫМИ ХАРАКТЕРИСТИКАМИ, ТЕХНИЧЕСКИМИ И ПРОЕКТНЫМИ УСЛОВИЯМИ. НИ ПРИ КАКИХ ОБСТОЯТЕЛЬСТВАХ ПОСТАВЩИК НЕ НЕСЕТ ОТВЕТСТВЕННОСТИ ЗА ТОВАРЫ:",1
"9. ОТВЕТСТВЕННОСТЬ / 9.1. ЗА НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ ПО НАСТОЯЩЕМУ ДОГОВОРУ, СТОРОНЫ НЕСУТ ОТВЕТСТВЕННОСТЬ В СООТВЕТСТВИИ С ДЕЙСТВУЮЩИМ ЗАКОНОДАТЕЛЬСТВОМ РЕСПУБЛИКИ УЗБЕКИСТАН, ЕСЛИ ИНОЕ НЕ ПРЕДУСМОТРЕНО НАСТОЯЩИМ ДОГОВОРОМ.",1
"10.3. КОНФИДЕНЦИАЛЬНАЯ ИНФОРМАЦИЯ МОЖЕТ БЫТЬ РАСКРЫТА ОДНОЙ СТОРОНОЙ:",1
"10.4. СТОРОНЫ МОГУТ ИСПОЛЬЗОВАТЬ КОНФИДЕНЦИАЛЬНУЮ ИНФОРМАЦИЮ ТОЛЬКО В ЦЕЛЯХ РЕАЛИЗАЦИИ НАСТОЯЩЕГО ДОГОВОРА, А ТАКЖЕ ОБЯЗАНЫ В ТЕЧЕНИЕ 5 (ПЯТИ) ЛЕТ СО ДНЯ ПОДПИСАНИЯ НАСТОЯЩЕГО ДОГОВОРА ПРИНИМАТЬ ВСЕ МЕРЫ И ИСПОЛЬЗОВАТЬ ВСЕ ЗАКОННЫЕ СРЕДСТВА ДЛЯ ЗАЩИТЫ КОНФИДЕНЦИАЛЬНОЙ ИНФОРМАЦИИ И ПРЕДОТВРАЩЕНИЯ ЕЕ НЕСАНКЦИОНИРОВАННОГО РАЗГЛАШЕНИЯ.",1
"11.7. ЕСЛИ ПОСТАВЩИК ПО НАСТОЯЩЕМУ ДОГОВОРУ СТАЛКИВАЕТСЯ С ДЕЙСТВИЯМИ РАБОТНИКОВ ПОКУПАТЕЛЯ, ПРОТИВОРЕЧАЩИМИ АНТИКОРРУПЦИОННЫМ ПОЛОЖЕНИЯМ НАСТОЯЩЕГО ДОГОВОРА И/ИЛИ ПРИМЕНИМОМУ ЗАКОНОДАТЕЛЬСТВУ, В ТОМ ЧИСЛЕ С ФАКТАМИ ПРИНУЖДЕНИЯ К СОВЕРШЕНИЮ КОРРУПЦИОННЫХ НАРУШЕНИЙ, ОН ДОЛЖЕН СООБЩИТЬ ОБ ЭТОМ ПО ОДНОМУ ИЗ СЛЕДУЮЩИХ КАНАЛОВ СВЯЗИ:",1
"12. РАСТОРЖЕНИЕ ДОГОВОРА / 12.1. ПОКУПАТЕЛЬ ИМЕЕТ ПРАВО РАСТОРГНУТЬ НАСТОЯЩИЙ ДОГОВОР ПОЛНОСТЬЮ ИЛИ В ЧАСТИ (ПРИЧЕМ ЗА ЭТО ОН НЕ НЕСЕТ ОТВЕТСТВЕННОСТИ ПЕРЕД ПОСТАВЩИКОМ), ЕСЛИ ПОСТАВЩИК:",1
"15. ЮРИДИЧЕСКИЕ АДРЕСА И БАНКОВСКИЕ РЕКВИЗИТЫ СТОРОН: / ПРИЛОЖЕНИЕ № 1 К ДОГОВОРУ UZGTL-CON-25-____ОТ __ _____2025Г.",1
"1.1. THE SUPPLIER SHALL SUPPLY NITROGEN GAS IN CYLINDERS TO THE PURCHASER FOR OWNERSHIP, (HEREINAFTER THE GOODS), AND THE PURCHASER SHALL ACCEPT AND PAY FOR THE GOODS IN ACCORDANCE WITH THE TERMS AND CONDITIONS SET FORTH HEREIN.",1
"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО, ЦЕНА, КОДЫ ТН ВЭД, СТРАНА ПРОИСХОЖДЕНИЯ И ТЕХНИЧЕСКИЕ ХАРАКТЕРИСТИКИ ТОВАРОВ УКАЗАНЫ В ПРИЛОЖЕНИИ № 1 К НАСТОЯЩЕМУ КОНТРАКТУ.",1
"2. ОБЩАЯ СУММА КОНТРАКТА / 2.1. THE CONTRACT PRICE IS $ _______ (_____US DOLLARS) UNDER TERMS OF DELIVERY - DAP (INCOTERMS 2020) CUSTOMS CHECKPOINT “QAMASHI-GUZOR” (CHECKPOINT CODE 10007, GUZAR DISTRICT, KASHKADARYA REGION, REPUBLIC OF UZBEKISTAN).",1
"3.1. ОПЛАТА ЗА ТОВАРЫ ОСУЩЕСТВЛЯЕТСЯ В _____ ПУТЕМ ПЕРЕЧИСЛЕНИЯ ЗАКАЗЧИКОМ ДЕНЕЖНЫХ СРЕДСТВ НА РАСЧЕТНЫЙ СЧЕТ ПОСТАВЩИКА В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"3.3. ALL BANK PAYMENTS AND/OR EXPENSES ASSOCIATED WITH THE PURCHASER'S BANK OR ITS CORRESPONDENT BANK SHALL BE BORNE AND PAID BY THE PURCHASER. ALL BANK CHARGES AND/OR EXPENSES RELATED TO THE SUPPLIER'S BANK OR ITS CORRESPONDENT BANK SHALL BE BORNE AND PAID BY THE SUPPLIER.",1
"4.4. WITHIN 40 (FORTY) CALENDAR DAYS FROM THE DATE OF ADVANCE PAYMENT IN ACCORDANCE WITH CLAUSE 3.1.1. OF THIS CONTRACT, SUPPLY (DELIVER) THE GOODS THAT MEET THE CONDITIONS OF THIS CONTRACT IN TERMS OF QUANTITY AND QUALITY, INCLUDING THE CONDITIONS OF CHAPTERS 5 AND 8 OF THIS CONTRACT.",1
"4.6. TRANSFER TO THE PURCHASER, SIMULTANEOUSLY WITH THE TRANSFER OF THE GOODS, THE ORIGINALS OF DOCUMENTS RELATED TO IT, WHICH ARE NECESSARY WHEN USING THE GOODS FOR THEIR INTENDED PURPOSE AND TO PAY FOR THE DELIVERED GOODS, INCLUDING: PACKING LIST, TECHNICAL PASSPORT FOR THE GOODS, CERTIFICATE OF ORIGIN AND QUALITY CERTIFICATE, INVOICE AND SHIPPING DOCUMENTS. FAILURE TO PROVIDE THE DOCUMENTS SPECIFIED IN THIS CLAUSE WITH THE GOODS IS EQUIVALENT TO A VIOLATION OF THE DELIVERY TIME OF THE GOODS.",1
"4.7. IN THE EVENT OF THE TRANSFER OF INCOMPLETE OR LOW-QUALITY GOODS, THE SUPPLIER IS OBLIGED, AT THE OPTION OF THE PURCHASER, WITHIN 30 (THIRTY) DAYS FROM THE DATE OF THE PURCHASER'S CLAIM AT HIS OWN EXPENSE TO COMPLETE (ADD) THE GOODS OR REPLACE THE LOW-QUALITY (DAMAGED) GOODS. IN THIS CASE, THE SUPPLIER DISCLOSES ALL EXPENSES ASSOCIATED WITH THE REPLACEMENT OF LOW-QUALITY (DAMAGED) GOODS ON THE TERRITORY OF THE REPUBLIC OF UZBEKISTAN.",1
"9.2. FOR VIOLATION OF THE TERM OF PAYMENT FOR THE GOODS, THE SUPPLIER HAS THE RIGHT TO REQUIRE FROM THE PURCHASER TO PAY A FORFEIT IN THE FORM OF A PENALTY IN THE AMOUNT OF 0.4% (ZERO-POINT FOUR PERCENT) OF THE AMOUNT OWED FOR EACH DAY OF DELAY. IN THIS CASE, THE TOTAL AMOUNT OF THE PENALTY SHOULD NOT EXCEED 50 % (FIFTY PERCENT) OF THE AMOUNT OF UNPAID PAYMENTS.",1
"15. THE LEGAL ADDRESSES AND BANK DETAILS OF THE PARTIES: / PURCHASER:",1
"ИНН: *** МФО: *** / ИНН:201589828 МФО: 00873",1
"ПРИЛОЖЕНИЕ № 1 К КОНТРАКТУ № НОМЕР ОТ ДЕНЬ.МЕСЯЦ.20ГОД Г.",1
"1. THE SUBJECT OF THE CONTRACT / 1.1. THE SELLER SHALL SUPPLY TO THE BUYER THE GOODS, MENTIONED IN THE ATTACHMENT #1 TO THE PRESENT CONTRACT, AND THE BUYER SHALL RECEIVE AND PAY FOR THE GOODS IN ACCORDANCE WITH THE TERMS AND CONDITIONS SET FORTH HEREUNDER.",1
"1.3. LINE ITEM, QUANTITY, TECHNICAL PARAMETERS, ASSORTMENT (IF APPLICABLE), MEASUREMENT, UNIT PRICE, CUSTOMS CODE (CODE TNVED), QUALITY COMPLIANCE (COMPLIANCE TO ANY INTERNATIONAL QUALITY STANDARDS), NAME OF MANUFACTURER AND THE COUNTRY OF ORIGIN OF THE GOODS SHALL BE SHOWN IN ATTACHMENT #1.",1
"3.2. PAYMENT IS MADE IN ACCORDANCE WITH BUYER’S MNS2 AS FOLLOWS:",1
"5.5. IN ADDITION TO THE PARAGRAPH 7 OF THE GENERAL TERMS AND CONDITIONS, IN CASE IF THE SELLER REQUESTS RETURN OF NON-CONFIRMING, REJECTED, OBSOLETE OR SURPLUS GOODS (“DEFECTIVE GOODS”), THEN SUCH DEFECTIVE GOODS SHALL BE RETURNED TO THE SELLER ON EX WORKS - UZBEKISTAN, TASHKENT REGION, ZANGI-OTA AREA, “KHANABAD” VILLAGE, “KUMARYK” MAHALLA, ISTIQLOL STR, 1 (HEREINAFTER REFERRED TO AS “BUYER PREMISES”) CONDITIONS (INCOTERMS 2010).",1
"6. EXPORT COMPLIANCE / 6.1. ADDITIONALLY, THE PRODUCTS, SERVICES AND/OR TECHNICAL DATA (COLLECTIVELY “ITEMS”) DELIVERED UNDER THIS AGREEMENT MAY BE SUBJECT TO THE EXPORT CONTROL LAWS AND REGULATIONS OF THE UNITED STATES, UZBEKISTAN AND OTHER APPLICABLE JURISDICTIONS (COLLECTIVELY ""EXPORT CONTROL LAWS"") INCLUDING, BUT NOT LIMITED TO, THE INTERNATIONAL TRAFFIC IN ARMS REGULATIONS OR THE EXPORT ADMINISTRATION REGULATIONS (COLLECTIVELY “U.S. EXPORT LAWS”) AND/OR UZBEKISTAN’S EXPORT CONTROL LIST(S). THE PARTIES SHALL COMPLY WITH ALL APPLICABLE EXPORT CONTROL LAWS OF THE U.S. AND UZBEKISTAN AND SHALL NOT EXPORT, RE-EXPORT OR TRANSFER ITEMS WITHOUT FIRST OBTAINING ALL REQUIRED LICENSES AND APPROVALS.",1
"7. THE RESPONSIBILITIES / 7.1. FOR ANY DELAYED DELIVERY OF ALL THE GOODS OR PART OF THE GOODS AS COMPARED TO THE DUE DATES ACCORDING TO THE ATTACHMENT #1 HERETO, THE BUYER IS ENTITLED TO REQUIRE FROM THE SELLER TO PAY A PENALTY EQUAL TO 0,5% (ZERO POINT FIVE PERCENT) OF EACH PART OF NOT FULFILLED OBLIGATION UNDER THIS CONTRACT FOR EACH DAY OF DELAY FOR EACH PART OF NOT FULFILLED OBLIGATION UNLESS THE DELIVERY IS DELAYED DUE TO THE FAULT OF THE BUYER. THE TOTAL AMOUNT OF THE PENALTY DOES NOT EXCEED 20% OF THE CONTRACT PRICE. THE BUYER MAY DEDUCT THE PENALTY AMOUNT FROM THE PAYMENT DUE FROM THE BUYER TO SELLER FOR THE DELIVERED GOODS.",1
"7.3. IN ADDITION TO PROVISIONS OF THE GENERAL TERMS AND CONDITIONS, IF THE SELLER DOES NOT PROVIDE THE DOCUMENTS REQUIRED IN THE PRESENT CONTRACT OR PROVIDES INCORRECTLY ARRANGED DOCUMENTS THEN THE EXPENSES RESULTED OUT OF SUCH ARRANGEMENT, INCLUDING BUT NOT LIMITED TO, THE EXPENSES FOR GOODS STORAGE IN TEMPORARY WAREHOUSES, INCURRED DAMAGE TO THE GOODS, WILL BE FULLY CARRIED OUT BY THE SELLER.",1
"8.4. THE PARTIES HEREBY INCORPORATE BY REFERENCE THE DOCUMENTS DESCRIBED HEREIN WHICH SHALL BE DEEMED AS INTEGRAL PART OF THE CONTRACT:",1
"TIN: TIN / SIC: SIC",1
"3.2. ПЛАТЕЖ ОСУЩЕСТВЛЯЕТСЯ В СООТВЕТСТВИИ С MNS2 СЛЕДУЮЩИМ ОБРАЗОМ:",1
"ПРИЛОЖЕНИЕ № 3 - ИНСТРУКЦИЯ О СООТВЕТСТВИИ ОТГРУЗОЧНЫХ ДОКУМЕНТОВ ПРОДАВЦА ТРЕБОВАНИЯМ ЗАКОНОДАТЕЛЬСТВА И ПРАВИЛАМ ПОКУПАТЕЛЯ",1
"9. ЮРИДИЧЕСКИЕ АДРЕСА И БАНКОВСКИЕ РЕКВИЗИТЫ СТОРОН:",1
"1.3. COUNTRY OF ORIGIN OF THE EQUIPMENT:",1
"2.4. PRICE BASIS: THE COST OF DELIVERY AND INSURANCE IS PAID BY THE SUPPLIER IN ACCORDANCE WITH INCOTERMS-2020 OF THE INTERNATIONAL CHAMBER OF COMMERCE ON CIP TERMS - REPUBLIC OF UZBEKISTAN, TASHKENT, ISLAM KARIMOV INTERNATIONAL AIRPORT.",1
"3. PAYMENT CONDITIONS / 3.1. PAYMENT UNDER THE CONTRACT SHALL BE CARRIED OUT BY DIRECT SCRIPTURAL BANK TRANSFER TO THE SUPPLIER’S BANK ACCOUNT IN THE FOLLOWING ORDER:",1
"3.2. PAYMENT FOR THE WORK (SERVICES) UNDER THE CONTRACT SHALL BE DONE THROUGH THE DIRECT SCRIPTURAL BANK TRANSFER TO THE SUPPLIER’S ACCOUNT STAGE WISE IN THE FOLLOWING ORDER:",1
"3.3. ANY BANK CHARGES ASSOCIATED WITH PAYMENTS MADE IN ACCORDANCE WITH THIS CONTRACT INCLUDING ANY APPLICABLE BANK FEES ARE PAID BY THE SUPPLIER AT THE SUPPLIER’S TERRITORY AND BY THE CUSTOMER AT THE CUSTOMER’S TERRITORY.",1
"4. PARTIES OBLIGATIONS / 4.1. OBLIGATIONS OF THE SUPPLIER:",1
"4.2. OBLIGATIONS OF THE CUSTOMER:",1
"5. TERMS AND CONDITIONS OF DELIVERY OF THE EQUIPMENT",1
"5.2. DELIVERY CONDITIONS: DELIVERY OF THE EQUIPMENT IS MADE BY THE SUPPLIER IN ACCORDANCE WITH INCOTERMS-2020, INTERNATIONAL CHAMBER OF COMMERCE CIP – TASHKENT, ISLAM KARIMOV INTERNATIONAL AIRPORT, REPUBLIC OF UZBEKISTAN (AIRPORT, CARGO CUSTOMS WAREHOUSE).",1
"5.4. THE TERMS OF DELIVERY OF THE EQUIPMENT ARE 150 (ONE HUNDRED AND FIFTY) CALENDAR DAYS FROM THE DATE OF RECEIPT OF THE ADVANCE PAYMENT.",1
"5.6. THE EQUIPMENT SUPPLIED BY THE SUPPLIER IN ACCORDANCE WITH THE CONTRACT SHALL BE ACCOMPANIED BY THE FOLLOWING DOCUMENTS:",1
"5.8. THE MARKING OF EACH CARGO ITEM SHALL CONTAIN AT LEAST THE FOLLOWING MINIMUM INFORMATION:",1
"5.9. THE SUPPLIER SHALL BE LIABLE TO THE CUSTOMER FOR ANY DAMAGE TO THE GOODS DUE TO POOR QUALITY OR UNRELIABILITY OF ITS PACKAGING, AS WELL AS FOR ANY LOSS OF CARGO DUE TO ITS SHIPMENT TO THE WRONG ADDRESS OR INCOMPLETE OR INCORRECT MARKING.",1
"6. PROCEDURE OF DELIVERY AND ACCEPTANCE OF WORK",1
"7. QUALITY AND WARRANTY",1
"7.2. THE WARRANTY PERIOD FOR EQUIPMENT AND IS (12) TWELVE MONTHS FROM THE DATE OF THE EQUIPMENT DELIVERY TO THE REPUBLIC OF UZBEKISTAN.",1
"7.6. DEFECT OF THE MATERIAL AND PERFORMANCE COVERED BY THIS WARRANTY IS CONSIDERED TO BE ESTABLISHED ONLY IN THAT CASE AND AT THE TIME WHEN THE SUPPLIER IS NOTIFIED IN WRITING BY THE CUSTOMER DURING THE WARRANTY PERIOD THAT THE PRODUCT HAS BECOME DEFECTIVE AND THE SUPPLIER PERSONNEL HAVE CONFIRMED THAT THE MENTIONED ITEM DOES NOT ACTUALLY RESPOND THE WARRANTY REQUIREMENTS LISTED BELOW, IT BEING ESTABLISHED THAT:",1
"7.8. IF IT IS DETERMINED THAT THE ABOVE CONDITIONS OF THE WARRANTY PERIOD HAVE BEEN SATISFIED, THE SUPPLIER SHALL RESTORE OR REPLACE A DEFECTIVE ITEM IN ACCORDANCE WITH THE FOLLOWING PROCEDURES:",1
"7.12. IN CASE OF IDENTIFIED DEFICIENCIES, INCONSISTENCIES OF THE DECLARED QUALITY OF THE EQUIPMENT INSTALLATION, THE SUPPLIER, AFTER RECEIVING WRITTEN NOTIFICATION FROM THE CUSTOMER, IS OBLIGED TO ELIMINATE THE IDENTIFIED DEFICIENCIES WITHIN THE TIME AGREED BY THE PARTIES.",1
"9. FORCE MAJEURE / 9.1. THE PARTIES SHALL BE EXEMPT FROM LIABILITY FOR PARTIAL OR COMPLETE FAILURE TO FULFILL OBLIGATIONS UNDER THIS CONTRACT IF THIS FAILURE RESULTED FROM FORCE MAJEURE CIRCUMSTANCES THAT AROSE AFTER THE CONCLUSION OF THE CONTRACT BECAUSE OF EMERGENCY EVENTS THAT THE PARTIES COULD NEITHER FORESEE NOR PREVENT BY REASONABLE MEASURES (FORCE MAJEURE). SUCH EXTRAORDINARY EVENTS INCLUDE FLOOD, FIRE, EARTHQUAKE, EXPLOSION, EPIDEMICS, PANDEMIC, AND OTHER PHENOMENA OF NATURE, AS WELL AS WAR OR MILITARY ACTIONS, A STRIKE IN A BRANCH OR REGION, A DECISION MADE BY A STATE AUTHORITY OR MANAGEMENT THAT MADE IT IMPOSSIBLE TO EXECUTE THIS CONTRACT.",1
"10.5. THE SUPPLIER HAS THE RIGHT TO COLLECT FROM THE CUSTOMER A PENALTY FOR LATE PAYMENT OF THE SUPPLIED EQUIPMENT AT A RATE OF 0.4% OF THE VALUE OF THE OVERDUE PAYMENT FOR EACH DAY OF DELAY, BUT NOT MORE THAN 50,0% OF THE VALUE OF THE OVERDUE PAYMENT.",1
"10.8. THE SUPPLIER HAS THE RIGHT TO COLLECT FROM THE CUSTOMER A PENALTY FOR LATE PAYMENT OF THE WORK PERFORMED AT A RATE OF 0.4% OF THE VALUE OF THE OVERDUE PAYMENT FOR EACH DAY OF DELAY, BUT NOT MORE THAN 50,0% OF THE VALUE OF THE OVERDUE PAYMENT.",1
"12. CONFIDENTIALITY",1
"13. OTHER TERMS AND CONDITIONS",1
"13.6. THE FOLLOWING APPENDICES ARE ATTACHED TO THIS CONTRACT AND CONSTITUTE AN INTEGRAL PART OF THE CONTRACT:",1
"14.2. THE SUPPLIER:",1
"1.3. СТРАНА ПРОИСХОЖДЕНИЯ ОБОРУДОВАНИЯ:",1
"1.4. ПРОИЗВОДИТЕЛЬ ОБОРУДОВАНИЯ:",1
"3. УСЛОВИЯ ОПЛАТЫ / 3.1. ОПЛАТА ПО НАСТОЯЩЕМУ КОНТРАКТУ ОСУЩЕСТВЛЯЮТСЯ ПРЯМЫМ БЕЗНАЛИЧНЫМ БАНКОВСКИМ ПЕРЕВОДОМ НА СЧЁТ ПОСТАВЩИКА",1
"3.2. ОПЛАТА РАБОТ (УСЛУГ) ПО НАСТОЯЩЕМУ КОНТРАКТУ ОСУЩЕСТВЛЯЮТСЯ ПРЯМЫМ БЕЗНАЛИЧНЫМ БАНКОВСКИМ ПЕРЕВОДОМ НА СЧЁТ ПОСТАВЩИКА ПОЭТАПНО В СЛЕДУЮЩЕМ ПОРЯДКЕ:",1
"4. ОБЯЗАТЕЛЬСТВА СТОРОН / 4.1. ОБЯЗАТЕЛЬСТВА ПОСТАВЩИКА:",1
"4.2. ОБЯЗАТЕЛЬСТВА ЗАКАЗЧИКА:",1
"5.3. ПЕРЕХОД РИСКОВ ЗА ОБОРУДОВАНИЕ ОСУЩЕСТВЛЯЕТСЯ СОГЛАСНО УСЛОВИЯМ CIP ИНКОТЕРМС 2020. ОТВЕТСТВЕННОСТЬ ЗА ТАМОЖЕННОЕ ОФОРМЛЕНИЕ В УЗБЕКИСТАНЕ ВОЗЛАГАЕТСЯ НА ЗАКАЗЧИКА.",1
"5.6. ОБОРУДОВАНИЕ, ПОСТАВЛЯЕМОЕ ПОСТАВЩИКОМ В СООТВЕТСТВИИ С НАСТОЯЩИМ КОНТРАКТОМ, ДОЛЖНО СОПРОВОЖДАТЬСЯ СЛЕДУЮЩИМИ ДОКУМЕНТАМИ:",1
"5.8. МАРКИРОВКА КАЖДОГО ГРУЗОМЕСТА ДОЛЖНА СОДЕРЖАТЬ, ПО КРАЙНЕЙ МЕРЕ, СЛЕДУЮЩУЮ МИНИМАЛЬНУЮ ИНФОРМАЦИЮ:",1
"5.9. ПОСТАВЩИК НЕСЕТ МАТЕРИАЛЬНУЮ ОТВЕТСТВЕННОСТЬ ПЕРЕД ЗАКАЗЧИКОМ ЗА ЛЮБОЕ ПОВРЕЖДЕНИЕ ГРУЗА ВСЛЕДСТВИЕ НИЗКОГО КАЧЕСТВА ИЛИ НЕНАДЕЖНОСТИ ЕГО УПАКОВКИ, А ТАКЖЕ ЗА ЛЮБУЮ ПОТЕРЮ ГРУЗА ВСЛЕДСТВИЕ ЕГО ОТГРУЗКИ В НЕПРАВИЛЬНЫЙ АДРЕС ИЛИ НЕПОЛНОЙ ИЛИ НЕПРАВИЛЬНОЙ МАРКИРОВКИ.",1
"6. ПОРЯДОК СДАЧИ И ПРИЁМКИ / РАБОТ (УСЛУГ)",1
"7. КАЧЕСТВО И ГАРАНТИИ",1
"7.6. ДЕФЕКТ МАТЕРИАЛА И ИСПОЛНЕНИЯ, НА КОТОРЫЙ РАСПРОСТРАНЯЕТСЯ ДАННАЯ ГАРАНТИЯ, СЧИТАЕТСЯ УСТАНОВЛЕННЫМ ТОЛЬКО В ТОМ СЛУЧАЕ И В ТО ВРЕМЯ, КОГДА ПОСТАВЩИК УВЕДОМЛЕН В ПИСЬМЕННОЙ ФОРМЕ ЗАКАЗЧИКОМ В ТЕЧЕНИЕ ГАРАНТИЙНОГО СРОКА, ЧТО ИЗДЕЛИЕ СТАЛО ДЕФЕКТНЫМ, И ПЕРСОНАЛ ПОСТАВЩИКА ПОДТВЕРДИЛ, ЧТО УПОМЯНУТОЕ ИЗДЕЛИЕ ФАКТИЧЕСКИ НЕ ОТВЕЧАЕТ ПЕРЕЧИСЛЕННЫМ НИЖЕ ГАРАНТИЙНЫМ ТРЕБОВАНИЯМ, ПРИЧЕМ УСТАНОВЛЕНО, ЧТО:",1
"7.8. ЕСЛИ УСТАНОВЛЕНО, ЧТО ИЗЛОЖЕННЫЕ ВЫШЕ УСЛОВИЯ ГАРАНТИЙНОГО СРОКА БЫЛИ СОБЛЮДЕНЫ, ПОСТАВЩИК ДОЛЖЕН ВОССТАНОВИТЬ ИЛИ ЗАМЕНИТЬ НЕКАЧЕСТВЕННОЕ ИЗДЕЛИЕ В СООТВЕТСТВИИ СО СЛЕДУЮЩИМИ ПРОЦЕДУРАМИ:",1
