section_id,title,count
s_6_2_стороны_несут_ответственность_за_неисполнение_или_ненадлежащее_исполнение_своих_обязательств_по_договору_в_соответствии_с_договором_и_законодательством,"6.2. ""СТОРОНЫ"" НЕСУТ ОТВЕТСТВЕННОСТЬ ЗА НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ СВОИХ ОБЯЗАТЕЛЬСТВ ПО ""ДОГОВОРУ"" В СООТВЕТСТВИИ С ""ДОГОВОРОМ"" И ЗАКОНОДАТЕЛЬСТВОМ.",1
s_6_4_ответственность_поставщика,"6.4. ОТВЕТСТВЕННОСТЬ ""ПОСТАВЩИКА"":",1
s_6_5_ответственность_покупателя,"6.5. ОТВЕТСТВЕННОСТЬ ""ПОКУПАТЕЛЯ"":",1
s_7_3_поставщик_вправе_расторгнуть_договор_в_одностороннем_порядке_в_случаях,"7.3. ""ПОСТАВЩИК"" ВПРАВЕ РАСТОРГНУТЬ ""ДОГОВОР"" В ОДНОСТОРОННЕМ ПОРЯДКЕ В СЛУЧАЯХ:",1
s_7_4_покупатель_вправе_расторгнуть_договор_в_одностороннем_порядке_в_случаях,"7.4. ""ПОКУПАТЕЛЬ"" ВПРАВЕ РАСТОРГНУТЬ ""ДОГОВОР"" В ОДНОСТОРОННЕМ ПОРЯДКЕ В СЛУЧАЯХ:",1
s_9_2_при_наступлении_обстоятельств_указанных_в_настоящем_разделе_договора_каждая_сторона_должна_в_течение_5_календарных_дней_известить_о_них_в_письменном_виде_другую_сторону_извещение_должно_содержать_данные_о_характере_обстоятельств_а_также_официальные_документы_удостоверяющие_наличие_этих_обстоятельств_и_по_возможности_дающие_оценку_их_влияния_на_возможность_исполнения_стороной_своих_обязательств_по_договору,"9.2. ПРИ НАСТУПЛЕНИИ ОБСТОЯТЕЛЬСТВ, УКАЗАННЫХ В НАСТОЯЩЕМ РАЗДЕЛЕ ДОГОВОРА, КАЖДАЯ СТОРОНА ДОЛЖНА В ТЕЧЕНИЕ 5 КАЛЕНДАРНЫХ ДНЕЙ ИЗВЕСТИТЬ О НИХ В ПИСЬМЕННОМ ВИДЕ ДРУГУЮ СТОРОНУ. ИЗВЕЩЕНИЕ ДОЛЖНО СОДЕРЖАТЬ ДАННЫЕ О ХАРАКТЕРЕ ОБСТОЯТЕЛЬСТВ, А ТАКЖЕ ОФИЦИАЛЬНЫЕ ДОКУМЕНТЫ, УДОСТОВЕРЯЮЩИЕ НАЛИЧИЕ ЭТИХ ОБСТОЯТЕЛЬСТВ И, ПО ВОЗМОЖНОСТИ, ДАЮЩИЕ ОЦЕНКУ ИХ ВЛИЯНИЯ НА ВОЗМОЖНОСТЬ ИСПОЛНЕНИЯ СТОРОНОЙ СВОИХ ОБЯЗАТЕЛЬСТВ ПО ДОГОВОРУ.",1
s_9_6_стороны_признают_что_неплатежеспособность_сторон_не_является_форс_мажорным_обстоятельством,"9.6. ""СТОРОНЫ"" ПРИЗНАЮТ, ЧТО НЕПЛАТЕЖЕСПОСОБНОСТЬ ""СТОРОН"" НЕ ЯВЛЯЕТСЯ ФОРС-МАЖОРНЫМ ОБСТОЯТЕЛЬСТВОМ.",1
приложение_no_1_2,ПРИЛОЖЕНИЕ № 1,1
приложение_no_2_2,ПРИЛОЖЕНИЕ № 2,1
приложение_no_3_2,ПРИЛОЖЕНИЕ № 3,1
s_5_сроки_и_условия_поставки_5_1_поставка_товара_осуществляется_поставщиком_в_течение_календарных_дней_с_момента_получения_аванса_предусмотренного_п_2_4_настоящего_договора,"5. СРОКИ И УСЛОВИЯ ПОСТАВКИ / 5.1. ПОСТАВКА ТОВАРА ОСУЩЕСТВЛЯЕТСЯ ПОСТАВЩИКОМ В ТЕЧЕНИЕ ______КАЛЕНДАРНЫХ ДНЕЙ С МОМЕНТА ПОЛУЧЕНИЯ АВАНСА, ПРЕДУСМОТРЕННОГО П. 2.4. НАСТОЯЩЕГО ДОГОВОРА.",1
s_5_3_поставщик_гарантирует_что_весь_товар_поставляемый_по_настоящему_договору_сертифицирован_в_российской_федерации_является_новым_и_ранее_неиспользованным_серийно_выпускаемым_отражающий_все_последние_модификации_конструкций_и_материалов_поставщик_гарантирует_качество_и_безопасность_поставляемого_товара_в_соответствии_с_требованиями_договора_а_также_в_соответствии_с_техническими_регламентами_стандартами_санитарно_гигиеническими_правилами_и_иными_нормативами_являющимися_обязательными_в_отношении_данного_вида_товара_в_соответствии_с_законодательными_и_подзаконными_актами_действующими_на_территории_российской_федерации_на_дату_поставки_и_приемки_товара_каждой_партии_товара,"5.3. ПОСТАВЩИК ГАРАНТИРУЕТ, ЧТО ВЕСЬ ТОВАР, ПОСТАВЛЯЕМЫЙ ПО НАСТОЯЩЕМУ ДОГОВОРУ, СЕРТИФИЦИРОВАН В РОССИЙСКОЙ ФЕДЕРАЦИИ, ЯВЛЯЕТСЯ НОВЫМ И РАНЕЕ НЕИСПОЛЬЗОВАННЫМ, СЕРИЙНО ВЫПУСКАЕМЫМ, ОТРАЖАЮЩИЙ ВСЕ ПОСЛЕДНИЕ МОДИФИКАЦИИ КОНСТРУКЦИЙ И МАТЕРИАЛОВ. ПОСТАВЩИК ГАРАНТИРУЕТ КАЧЕСТВО И БЕЗОПАСНОСТЬ ПОСТАВЛЯЕМОГО ТОВАРА В СООТВЕТСТВИИ С ТРЕБОВАНИЯМИ ДОГОВОРА, А ТАКЖЕ В СООТВЕТСТВИИ С ТЕХНИЧЕСКИМИ РЕГЛАМЕНТАМИ, СТАНДАРТАМИ, САНИТАРНО-ГИГИЕНИЧЕСКИМИ ПРАВИЛАМИ И ИНЫМИ НОРМАТИВАМИ, ЯВЛЯЮЩИМИСЯ ОБЯЗАТЕЛЬНЫМИ В ОТНОШЕНИИ ДАННОГО ВИДА ТОВАРА В СООТВЕТСТВИИ С ЗАКОНОДАТЕЛЬНЫМИ И ПОДЗАКОННЫМИ АКТАМИ, ДЕЙСТВУЮЩИМИ НА ТЕРРИТОРИИ РОССИЙСКОЙ ФЕДЕРАЦИИ НА ДАТУ ПОСТАВКИ И ПРИЕМКИ ТОВАРА (КАЖДОЙ ПАРТИИ ТОВАРА).",1
s_5_5_на_товаре_не_должно_быть_механических_повреждений_качество_комплектность_маркировка_и_упаковка_поставляемого_товара_должны_соответствовать_действующим_в_российской_федерации_гостам_техническим_регламентам_санитарным_нормам,"5.5. НА ТОВАРЕ НЕ ДОЛЖНО БЫТЬ МЕХАНИЧЕСКИХ ПОВРЕЖДЕНИЙ. КАЧЕСТВО, КОМПЛЕКТНОСТЬ, МАРКИРОВКА И УПАКОВКА ПОСТАВЛЯЕМОГО ТОВАРА ДОЛЖНЫ СООТВЕТСТВОВАТЬ ДЕЙСТВУЮЩИМ В РОССИЙСКОЙ ФЕДЕРАЦИИ ГОСТАМ, ТЕХНИЧЕСКИМ РЕГЛАМЕНТАМ, САНИТАРНЫМ НОРМАМ.",1
s_5_7_поставщик_гарантирует_что_товар_принадлежит_поставщику_на_праве_собственности_не_заложен_не_арестован_не_обременен_требованиями_и_правами_третьих_лиц_не_является_предметом_судебных_споров,"5.7. ПОСТАВЩИК ГАРАНТИРУЕТ, ЧТО ТОВАР ПРИНАДЛЕЖИТ ПОСТАВЩИКУ НА ПРАВЕ СОБСТВЕННОСТИ, НЕ ЗАЛОЖЕН, НЕ АРЕСТОВАН, НЕ ОБРЕМЕНЕН ТРЕБОВАНИЯМИ И ПРАВАМИ ТРЕТЬИХ ЛИЦ, НЕ ЯВЛЯЕТСЯ ПРЕДМЕТОМ СУДЕБНЫХ СПОРОВ.",1
s_7_качество_и_гарантийные_обязательства,7. КАЧЕСТВО И ГАРАНТИЙНЫЕ ОБЯЗАТЕЛЬСТВА,1
s_7_8_гарантийные_обязательства_не_распространяются_на_оборудование_в_случае,7.8. ГАРАНТИЙНЫЕ ОБЯЗАТЕЛЬСТВА НЕ РАСПРОСТРАНЯЮТСЯ НА ОБОРУДОВАНИЕ В СЛУЧАЕ:,1
s_8_7_сторона_договора_освобождается_от_уплаты_неустойки_пени_штрафа_если_эта_сторона_докажет_что_неисполнение_или_ненадлежащее_исполнение_обязательств_предусмотренных_настоящим_договором_произошло_вследствие_обстоятельств_непреодолимой_силы_или_по_вине_другой_стороны,"8.7. СТОРОНА ДОГОВОРА ОСВОБОЖДАЕТСЯ ОТ УПЛАТЫ НЕУСТОЙКИ (ПЕНИ, ШТРАФА), ЕСЛИ ЭТА СТОРОНА ДОКАЖЕТ, ЧТО НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ, ПРЕДУСМОТРЕННЫХ НАСТОЯЩИМ ДОГОВОРОМ, ПРОИЗОШЛО ВСЛЕДСТВИЕ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ ИЛИ ПО ВИНЕ ДРУГОЙ СТОРОНЫ.",1
s_9_11_если_срок_действия_обстоятельств_непреодолимой_силы_форс_мажора_превысит_30_тридцать_календарных_дней_каждая_из_сторон_вправе_предложить_другой_стороне_расторгнуть_договор_по_соглашению_сторон_письменное_предложение_о_расторжении_договора_по_соглашению_сторон_и_проведении_взаиморасчетов_должно_быть_направлено_другой_стороне_не_позднее_20_двадцати_календарных_дней_до_предполагаемой_даты_расторжения_договора_взаиморасчеты_между_сторонами_должны_быть_завершены_не_менее_чем_за_две_недели_до_установленного_срока_расторжения_договора,"9.11. ЕСЛИ СРОК ДЕЙСТВИЯ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ (ФОРС-МАЖОРА) ПРЕВЫСИТ 30 (ТРИДЦАТЬ) КАЛЕНДАРНЫХ ДНЕЙ, КАЖДАЯ ИЗ СТОРОН ВПРАВЕ ПРЕДЛОЖИТЬ ДРУГОЙ СТОРОНЕ РАСТОРГНУТЬ ДОГОВОР ПО СОГЛАШЕНИЮ СТОРОН. ПИСЬМЕННОЕ ПРЕДЛОЖЕНИЕ О РАСТОРЖЕНИИ ДОГОВОРА ПО СОГЛАШЕНИЮ СТОРОН И ПРОВЕДЕНИИ ВЗАИМОРАСЧЕТОВ ДОЛЖНО БЫТЬ НАПРАВЛЕНО ДРУГОЙ СТОРОНЕ НЕ ПОЗДНЕЕ 20 (ДВАДЦАТИ) КАЛЕНДАРНЫХ ДНЕЙ ДО ПРЕДПОЛАГАЕМОЙ ДАТЫ РАСТОРЖЕНИЯ ДОГОВОРА. ВЗАИМОРАСЧЕТЫ МЕЖДУ СТОРОНАМИ ДОЛЖНЫ БЫТЬ ЗАВЕРШЕНЫ НЕ МЕНЕЕ ЧЕМ ЗА ДВЕ НЕДЕЛИ ДО УСТАНОВЛЕННОГО СРОКА РАСТОРЖЕНИЯ ДОГОВОРА.",1
s_9_13_несоблюдение_неисполнившей_стороной_порядка_и_сроков_уведомления_о_наступлении_обстоятельств_непреодолимой_силы_форс_мажора_установленных_настоящим_разделом_договора_а_равно_неуведомление_или_несвоевременное_уведомление_о_наступлении_обстоятельств_непреодолимой_силы_форс_мажора_лишает_неисполнившую_сторону_права_ссылаться_на_обстоятельства_непреодолимой_силы_форс_мажор_в_том_числе_как_на_основание_освобождающее_от_ответственности_неисполнение_или_ненадлежащее_исполнение_обязательств_по_договору,"9.13. НЕСОБЛЮДЕНИЕ НЕИСПОЛНИВШЕЙ СТОРОНОЙ ПОРЯДКА И СРОКОВ УВЕДОМЛЕНИЯ О НАСТУПЛЕНИИ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ (ФОРС-МАЖОРА), УСТАНОВЛЕННЫХ НАСТОЯЩИМ РАЗДЕЛОМ ДОГОВОРА, А РАВНО НЕУВЕДОМЛЕНИЕ ИЛИ НЕСВОЕВРЕМЕННОЕ УВЕДОМЛЕНИЕ О НАСТУПЛЕНИИ ОБСТОЯТЕЛЬСТВ НЕПРЕОДОЛИМОЙ СИЛЫ (ФОРС-МАЖОРА) ЛИШАЕТ НЕИСПОЛНИВШУЮ СТОРОНУ ПРАВА ССЫЛАТЬСЯ НА ОБСТОЯТЕЛЬСТВА НЕПРЕОДОЛИМОЙ СИЛЫ (ФОРС-МАЖОР), В ТОМ ЧИСЛЕ КАК НА ОСНОВАНИЕ, ОСВОБОЖДАЮЩЕЕ ОТ ОТВЕТСТВЕННОСТИ, НЕИСПОЛНЕНИЕ ИЛИ НЕНАДЛЕЖАЩЕЕ ИСПОЛНЕНИЕ ОБЯЗАТЕЛЬСТВ ПО ДОГОВОРУ.",1
s_12_4_сообщение_считается_полученным_доставленным_и_повлекшим_соответствующие_правовые_последствия_и_в_тех_случаях_если_оно_поступило_по_адресу_стороны_договора_но_по_обстоятельствам_зависящим_от_нее_не_было_ей_вручено_или_она_не_ознакомилась_с_ним_сторона_договора_уклоняется_от_получения_корреспонденции_в_отделении_связи_в_связи_с_чем_она_была_возвращена_по_истечении_срока_хранения_фактически_не_находится_по_указанному_адресу_и_т_д,"12.4. СООБЩЕНИЕ СЧИТАЕТСЯ ПОЛУЧЕННЫМ (ДОСТАВЛЕННЫМ) И ПОВЛЕКШИМ СООТВЕТСТВУЮЩИЕ ПРАВОВЫЕ ПОСЛЕДСТВИЯ И В ТЕХ СЛУЧАЯХ, ЕСЛИ ОНО ПОСТУПИЛО ПО АДРЕСУ СТОРОНЫ ДОГОВОРА, НО ПО ОБСТОЯТЕЛЬСТВАМ, ЗАВИСЯЩИМ ОТ НЕЕ, НЕ БЫЛО ЕЙ ВРУЧЕНО ИЛИ ОНА НЕ ОЗНАКОМИЛАСЬ С НИМ (СТОРОНА ДОГОВОРА УКЛОНЯЕТСЯ ОТ ПОЛУЧЕНИЯ КОРРЕСПОНДЕНЦИИ В ОТДЕЛЕНИИ СВЯЗИ, В СВЯЗИ С ЧЕМ ОНА БЫЛА ВОЗВРАЩЕНА ПО ИСТЕЧЕНИИ СРОКА ХРАНЕНИЯ, ФАКТИЧЕСКИ НЕ НАХОДИТСЯ ПО УКАЗАННОМУ АДРЕСУ И Т.Д.).",1
s_13_прочие_условия_13_1_поставщик_заверяет_и_гарантирует_следующее,13. ПРОЧИЕ УСЛОВИЯ / 13.1. ПОСТАВЩИК ЗАВЕРЯЕТ И ГАРАНТИРУЕТ СЛЕДУЮЩЕЕ:,1
s_13_7_при_изменении_наименования_адреса_банковских_реквизитов_или_реорганизации_стороны_обязаны_уведомить_друг_друга_в_письменном_виде_в_пятидневный_срок_в_случае_отсутствия_уведомления_ответственность_несет_сторона_не_уведомившая_о_таких_изменениях,"13.7. ПРИ ИЗМЕНЕНИИ НАИМЕНОВАНИЯ, АДРЕСА, БАНКОВСКИХ РЕКВИЗИТОВ ИЛИ РЕОРГАНИЗАЦИИ СТОРОНЫ ОБЯЗАНЫ УВЕДОМИТЬ ДРУГ ДРУГА В ПИСЬМЕННОМ ВИДЕ В ПЯТИДНЕВНЫЙ СРОК. В СЛУЧАЕ ОТСУТСТВИЯ УВЕДОМЛЕНИЯ ОТВЕТСТВЕННОСТЬ НЕСЕТ СТОРОНА, НЕ УВЕДОМИВШАЯ О ТАКИХ ИЗМЕНЕНИЯХ.",1
s_13_9_стороны_признают_что_условия_договора_и_любая_информация_полученная_в_соответствии_с_настоящим_договором_является_конфиденциальной_информацией_поставщик_обязуется_не_разглашать_не_передавать_не_сообщать_не_размещать_в_открытом_доступе_иным_образом_не_распространять_конфиденциальную_информацию_в_течение_срока_действия_настоящего_договора_а_также_в_течение_3_трех_лет_после_окончания_срока_его_действия,"13.9. СТОРОНЫ ПРИЗНАЮТ, ЧТО УСЛОВИЯ ДОГОВОРА И ЛЮБАЯ ИНФОРМАЦИЯ, ПОЛУЧЕННАЯ В СООТВЕТСТВИИ С НАСТОЯЩИМ ДОГОВОРОМ ЯВЛЯЕТСЯ КОНФИДЕНЦИАЛЬНОЙ ИНФОРМАЦИЕЙ. ПОСТАВЩИК ОБЯЗУЕТСЯ НЕ РАЗГЛАШАТЬ (НЕ ПЕРЕДАВАТЬ, НЕ СООБЩАТЬ, НЕ РАЗМЕЩАТЬ В ОТКРЫТОМ ДОСТУПЕ, ИНЫМ ОБРАЗОМ НЕ РАСПРОСТРАНЯТЬ) КОНФИДЕНЦИАЛЬНУЮ ИНФОРМАЦИЮ В ТЕЧЕНИЕ СРОКА ДЕЙСТВИЯ НАСТОЯЩЕГО ДОГОВОРА, А ТАКЖЕ В ТЕЧЕНИЕ 3 (ТРЕХ) ЛЕТ ПОСЛЕ ОКОНЧАНИЯ СРОКА ЕГО ДЕЙСТВИЯ.",1
s_1_2_поставка_по_настоящему_договору_производится_в_целях_выполнения_покупателем_государственного_оборонного_заказа_на_2020_год_и_на_плановый_период_2021_и_2022_годов_по_государственному_контракту_заключенного_между_ао_мту_сатурн_и_государственный_заказчик_в_соответствии_с_п_52_части_1_статьи_93_федерального_закона_от_05_апреля_2013_года_no_44_фз_о_контрактной_системе_в_сфере_закупок_товаров_работ_услуг_для_обеспечения_государственных_и_муниципальных_нужд,"1.2. ПОСТАВКА ПО НАСТОЯЩЕМУ ДОГОВОРУ ПРОИЗВОДИТСЯ В ЦЕЛЯХ ВЫПОЛНЕНИЯ ПОКУПАТЕЛЕМ ГОСУДАРСТВЕННОГО ОБОРОННОГО ЗАКАЗА НА 2020 ГОД И НА ПЛАНОВЫЙ ПЕРИОД 2021 И 2022 ГОДОВ ПО ГОСУДАРСТВЕННОМУ КОНТРАКТУ ЗАКЛЮЧЕННОГО МЕЖДУ АО «МТУ САТУРН» И (ГОСУДАРСТВЕННЫЙ ЗАКАЗЧИК) В СООТВЕТСТВИИ С П. 52 ЧАСТИ 1 СТАТЬИ 93 ФЕДЕРАЛЬНОГО ЗАКОНА ОТ 05 АПРЕЛЯ 2013 ГОДА № 44-ФЗ «О КОНТРАКТНОЙ СИСТЕМЕ В СФЕРЕ ЗАКУПОК, ТОВАРОВ, РАБОТ, УСЛУГ ДЛЯ ОБЕСПЕЧЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ НУЖД».",1
s_2_3_оплата_поставляемого_по_настоящему_договору_товара_осуществляется_с_лицевого_счета_покупателя_открытого_в_территориальном_органе_федерального_казначейства_на_лицевой_счет_поставщика_открытый_поставщиком_в_территориальном_органе_федерального_казначейства_датой_оплаты_считается_дата_списания_денежных_средств_со_счета_покупателя,"2.3. ОПЛАТА ПОСТАВЛЯЕМОГО ПО НАСТОЯЩЕМУ ДОГОВОРУ ТОВАРА ОСУЩЕСТВЛЯЕТСЯ С ЛИЦЕВОГО СЧЕТА ПОКУПАТЕЛЯ, ОТКРЫТОГО В ТЕРРИТОРИАЛЬНОМ ОРГАНЕ ФЕДЕРАЛЬНОГО КАЗНАЧЕЙСТВА, НА ЛИЦЕВОЙ СЧЕТ ПОСТАВЩИКА, ОТКРЫТЫЙ ПОСТАВЩИКОМ В ТЕРРИТОРИАЛЬНОМ ОРГАНЕ ФЕДЕРАЛЬНОГО КАЗНАЧЕЙСТВА. ДАТОЙ ОПЛАТЫ СЧИТАЕТСЯ ДАТА СПИСАНИЯ ДЕНЕЖНЫХ СРЕДСТВ СО СЧЕТА ПОКУПАТЕЛЯ.",1
s_2_5_окончательная_оплата_товара_производится_покупателем_в_соответствии_с_п_2_3_договора_за_вычетом_выплаченного_аванса_с_момента_получения_полной_партии_товара_согласно_спецификации_приложение_no_1_при_условии_поступления_денежных_средств_от_государственного_заказчика_по_государственному_контракту_указанному_в_п_1_2_настоящего_договора_согласно_п_1_ст_157_гражданского_кодекса_рф_но_не_позднее_31_12_2021г,"2.5. ОКОНЧАТЕЛЬНАЯ ОПЛАТА ТОВАРА ПРОИЗВОДИТСЯ ПОКУПАТЕЛЕМ В СООТВЕТСТВИИ С П. 2.3 ДОГОВОРА ЗА ВЫЧЕТОМ ВЫПЛАЧЕННОГО АВАНСА С МОМЕНТА ПОЛУЧЕНИЯ ПОЛНОЙ ПАРТИИ ТОВАРА СОГЛАСНО СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ № 1), ПРИ УСЛОВИИ ПОСТУПЛЕНИЯ ДЕНЕЖНЫХ СРЕДСТВ ОТ ГОСУДАРСТВЕННОГО ЗАКАЗЧИКА ПО ГОСУДАРСТВЕННОМУ КОНТРАКТУ, УКАЗАННОМУ В П. 1.2. НАСТОЯЩЕГО ДОГОВОРА (СОГЛАСНО П. 1 СТ. 157 ГРАЖДАНСКОГО КОДЕКСА РФ), НО НЕ ПОЗДНЕЕ 31.12.2021Г.",1
s_3_5_в_соответствии_с_требованиями_подпунктов_3_и_4_части_5_статьи_5_федерального_закона_от_02_декабря_2019_г_no_380_фз_о_федеральном_бюджете_на_2020_год_и_на_плановый_период_2021_и_2022_годов_с_лицевого_счета_разрешается,3.5. В СООТВЕТСТВИИ С ТРЕБОВАНИЯМИ ПОДПУНКТОВ 3 И 4 ЧАСТИ 5 СТАТЬИ 5 ФЕДЕРАЛЬНОГО ЗАКОНА ОТ 02 ДЕКАБРЯ 2019 Г. № 380-ФЗ «О ФЕДЕРАЛЬНОМ БЮДЖЕТЕ НА 2020 ГОД И НА ПЛАНОВЫЙ ПЕРИОД 2021 И 2022 ГОДОВ» С ЛИЦЕВОГО СЧЕТА РАЗРЕШАЕТСЯ:,1
s_3_6_в_рамках_казначейского_сопровождения_покупатель_обязан,3.6. В РАМКАХ КАЗНАЧЕЙСКОГО СОПРОВОЖДЕНИЯ ПОКУПАТЕЛЬ ОБЯЗАН:,1
s_3_7_в_рамках_казначейского_сопровождения_покупатель_вправе,3.7. В РАМКАХ КАЗНАЧЕЙСКОГО СОПРОВОЖДЕНИЯ ПОКУПАТЕЛЬ ВПРАВЕ:,1
s_3_8_в_рамках_казначейского_сопровождения_поставщик_обязан,3.8. В РАМКАХ КАЗНАЧЕЙСКОГО СОПРОВОЖДЕНИЯ ПОСТАВЩИК ОБЯЗАН:,1
s_3_9_в_рамках_казначейского_сопровождения_поставщик_вправе,3.9. В РАМКАХ КАЗНАЧЕЙСКОГО СОПРОВОЖДЕНИЯ ПОСТАВЩИК ВПРАВЕ:,1
s_4_права_и_обязанности_сторон_4_1_поставщик_обязан,4. ПРАВА И ОБЯЗАННОСТИ СТОРОН / 4.1. ПОСТАВЩИК ОБЯЗАН:,1
s_4_2_поставщик_вправе_2,4.2. ПОСТАВЩИК ВПРАВЕ:,1
s_4_3_покупатель_обязан,4.3. ПОКУПАТЕЛЬ ОБЯЗАН:,1
s_4_4_покупатель_вправе,4.4. ПОКУПАТЕЛЬ ВПРАВЕ:,1
договор_поставки_оборудования,ДОГОВОР ПОСТАВКИ ОБОРУДОВАНИЯ,1
s_4_2_поставщик_гарантирует,4.2. ПОСТАВЩИК ГАРАНТИРУЕТ:,1
приложение_no_3_1_к_договору_поставки_оборудования_no,ПРИЛОЖЕНИЕ № 3.1 К ДОГОВОРУ ПОСТАВКИ ОБОРУДОВАНИЯ №_____________________,1
приложение_no_3_2_к_договору_поставки_оборудования_no,ПРИЛОЖЕНИЕ № 3.2 К ДОГОВОРУ ПОСТАВКИ ОБОРУДОВАНИЯ №_________,1
s_1_общий_срок_поставки,1) ОБЩИЙ СРОК ПОСТАВКИ:,1
s_2_специальный_срок_поставки_для_отдельных_видов_товара,2) СПЕЦИАЛЬНЫЙ СРОК ПОСТАВКИ (ДЛЯ ОТДЕЛЬНЫХ ВИДОВ ТОВАРА):,1
приложение_no_3_форма_приложения,ПРИЛОЖЕНИЕ № 3 – ФОРМА ПРИЛОЖЕНИЯ.,1
s_6_общая_стоимость_оборудования_и_порядок_оплаты,6. ОБЩАЯ СТОИМОСТЬ ОБОРУДОВАНИЯ И ПОРЯДОК ОПЛАТЫ:,1
договор_поставки_оборудования_с_монтажом_no,ДОГОВОР ПОСТАВКИ ОБОРУДОВАНИЯ С МОНТАЖОМ №,1
s_1_2_наименование_количество_комплектность_и_цена_каждой_единицы_оборудования_определяются_в_спецификации_приложение_no_1_являющейся_неотъемлемой_частью_договора,"1.2. НАИМЕНОВАНИЕ, КОЛИЧЕСТВО, КОМПЛЕКТНОСТЬ И ЦЕНА КАЖДОЙ ЕДИНИЦЫ ОБОРУДОВАНИЯ ОПРЕДЕЛЯЮТСЯ В СПЕЦИФИКАЦИИ (ПРИЛОЖЕНИЕ № 1), ЯВЛЯЮЩЕЙСЯ НЕОТЪЕМЛЕМОЙ ЧАСТЬЮ ДОГОВОРА.",1
s_2_3_поставка_оборудования_осуществляется_путем_его_доставки_поставщиком_на_склад_покупателя_расположенный_по_следующему_адресу_г_москва_проспект_мира_д_150,"2.3. ПОСТАВКА ОБОРУДОВАНИЯ ОСУЩЕСТВЛЯЕТСЯ ПУТЕМ ЕГО ДОСТАВКИ ПОСТАВЩИКОМ НА СКЛАД ПОКУПАТЕЛЯ, РАСПОЛОЖЕННЫЙ ПО СЛЕДУЮЩЕМУ АДРЕСУ: Г. МОСКВА, ПРОСПЕКТ МИРА, Д. 150.",1
s_2_7_покупатель_обязан_проверить_соответствие_оборудования_по_количеству_тарных_мест_и_или_весу_брутто_после_чего_подписывает_товарную_товаротранспортную_накладную_и_передает_один_экземпляр_поставщику_при_этом_подписание_товарной_товаротранспортной_накладной_свидетельствует_только_о_принятии_указанного_количества_тарных_мест_и_или_веса_брутто_и_не_означает_приемку_оборудования_по_количеству_качеству_ассортименту_и_комплектности,"2.7. ПОКУПАТЕЛЬ ОБЯЗАН ПРОВЕРИТЬ СООТВЕТСТВИЕ ОБОРУДОВАНИЯ ПО КОЛИЧЕСТВУ ТАРНЫХ МЕСТ И (ИЛИ) ВЕСУ БРУТТО, ПОСЛЕ ЧЕГО ПОДПИСЫВАЕТ ТОВАРНУЮ (ТОВАРОТРАНСПОРТНУЮ) НАКЛАДНУЮ И ПЕРЕДАЕТ ОДИН ЭКЗЕМПЛЯР ПОСТАВЩИКУ. ПРИ ЭТОМ ПОДПИСАНИЕ ТОВАРНОЙ (ТОВАРОТРАНСПОРТНОЙ) НАКЛАДНОЙ СВИДЕТЕЛЬСТВУЕТ ТОЛЬКО О ПРИНЯТИИ УКАЗАННОГО КОЛИЧЕСТВА ТАРНЫХ МЕСТ И (ИЛИ) ВЕСА БРУТТО И НЕ ОЗНАЧАЕТ ПРИЕМКУ ОБОРУДОВАНИЯ ПО КОЛИЧЕСТВУ, КАЧЕСТВУ, АССОРТИМЕНТУ И КОМПЛЕКТНОСТИ.",1
